timestamp,open,high,low,close,volume
2023-01-01 00:00:00,89.99714590261232,90.0240336900689,89.98867084093213,89.9830870461428,146
2023-01-01 00:01:00,89.97380806799174,89.98880118559865,89.96032950451057,89.97014953683603,308
2023-01-01 00:02:00,89.97386441113039,89.9848813362817,89.93166820084926,89.97064968025612,605
2023-01-01 00:03:00,89.97695327909904,89.98915590373525,89.9663575500697,89.97606482810629,401
2023-01-01 00:04:00,89.97777508313438,90.00678925450761,89.9615760742902,89.98416297639413,419
2023-01-01 00:05:00,89.98299351042036,90.00003443428103,89.968351207701,89.97454212796137,253
2023-01-01 00:06:00,89.96343688931454,89.9827592609156,89.95862532125855,89.94451150576174,588
2023-01-01 00:07:00,89.9393309564416,89.96618409252063,89.91506760572985,89.93514734092396,596
2023-01-01 00:08:00,89.93994326928821,89.9675241448381,89.9013959018273,89.93160298133796,493
2023-01-01 00:09:00,89.92718756562624,89.94211989746304,89.896686666847,89.9218763688418,749
2023-01-01 00:10:00,89.93070924147199,89.94521508804064,89.90491788901845,89.92983673653728,621
2023-01-01 00:11:00,89.94418781808996,89.95377258691241,89.94038863237672,89.96428800907667,684
2023-01-01 00:12:00,89.96848053063606,89.97129696847874,89.955291843712,89.9634885697135,736
2023-01-01 00:13:00,89.95956146480447,89.95964307965633,89.9461999918035,89.95321126419536,191
2023-01-01 00:14:00,89.97013712834331,89.97439909042771,89.96363800170323,89.97945396564607,495
2023-01-01 00:15:00,89.97346441259307,89.99754560194825,89.95608264471682,89.96648406924098,674
2023-01-01 00:16:00,89.97306156139555,89.9763217665317,89.95561956985466,89.97420892270083,517
2023-01-01 00:17:00,89.97047162050443,89.9800650560764,89.92355720430638,89.96052173031447,167
2023-01-01 00:18:00,89.97344168031226,89.97996670205971,89.97067054976742,89.97178238550869,962
2023-01-01 00:19:00,89.96663051679643,89.97412565272376,89.96387353440703,89.96707296624612,973
2023-01-01 00:20:00,89.97003315529125,89.99876635836091,89.96887346907847,89.98060987129041,635
2023-01-01 00:21:00,89.98444174964982,89.99131859456863,89.98120336040033,89.98524381990374,797
2023-01-01 00:22:00,89.99233328101357,90.00588767090441,89.96578056370971,89.99065130239742,982
2023-01-01 00:23:00,89.98639717258965,89.99460787331525,89.97791515849198,89.98765769844826,387
2023-01-01 00:24:00,89.99123301170009,89.99174060516359,89.981879196195,89.99586689816442,357
2023-01-01 00:25:00,89.99040705352745,90.02312007944269,89.95431667984927,90.00277395550174,761
2023-01-01 00:26:00,90.00418744484864,90.02042837556208,89.99935340238848,90.01758655335492,955
2023-01-01 00:27:00,90.00821673856527,90.0255086470617,89.99160032502235,90.0066788324715,273
2023-01-01 00:28:00,89.98146863879752,90.00687133033634,89.97137488706467,89.98885771177672,393
2023-01-01 00:29:00,89.98876563989799,90.001083081165,89.97835681884277,90.00010731950474,495
2023-01-01 00:30:00,89.99538236513574,90.00240256391092,89.97571947016218,89.99358547855527,607
2023-01-01 00:31:00,89.99291801162525,89.99592006835613,89.9888699849288,89.99067224462387,740
2023-01-01 00:32:00,89.99287405113921,90.01315732771438,89.99274451528815,89.99377073301594,137
2023-01-01 00:33:00,89.97418986356212,89.98099295091126,89.9675839111147,89.9746804870217,394
2023-01-01 00:34:00,89.97849907718214,89.98866171705771,89.96724699997597,89.98521839128567,190
2023-01-01 00:35:00,89.97590499175102,89.97852642502065,89.94104073391365,89.9745439048188,553
2023-01-01 00:36:00,89.9544654532873,89.97901852306781,89.92817198890796,89.951774596666,814
2023-01-01 00:37:00,89.95716382222763,89.97348381198283,89.94446534132776,89.96038956210043,709
2023-01-01 00:38:00,89.95287049964169,89.9726259926955,89.91534264280395,89.94980141441158,911
2023-01-01 00:39:00,89.948704540005,89.97145302679272,89.94695445840216,89.93472054196033,852
2023-01-01 00:40:00,89.94191075494842,89.9533009900275,89.93460387345053,89.94890185660567,689
2023-01-01 00:41:00,89.9408343042125,89.94674073392564,89.92576343244347,89.9339792567063,529
2023-01-01 00:42:00,89.93127044126048,89.95301338520386,89.92576852278007,89.9300354018143,759
2023-01-01 00:43:00,89.93164894029844,89.93240554481388,89.92790424658597,89.92914809607767,532
2023-01-01 00:44:00,89.93379518296673,89.959031072818,89.9294897197697,89.93870840823122,769
2023-01-01 00:45:00,89.92313486417528,89.94167494642802,89.90470584848516,89.93373790627565,238
2023-01-01 00:46:00,89.92619849643683,89.9285673781295,89.891154115213,89.93703934421953,964
2023-01-01 00:47:00,89.93503068801763,89.94078032673676,89.92413401194959,89.93271914197342,772
2023-01-01 00:48:00,89.9351354535048,89.94498628122545,89.90809602949042,89.92780685705206,782
2023-01-01 00:49:00,89.9249110204911,89.94385456824571,89.91729106973428,89.91558456859504,144
2023-01-01 00:50:00,89.9255882198418,89.92886774462828,89.91733548359218,89.92751301310616,595
2023-01-01 00:51:00,89.92031871762298,89.92145980582374,89.87702536371938,89.9368636104728,968
2023-01-01 00:52:00,89.92374109601784,89.92536387456661,89.91183240096059,89.93453426514132,202
2023-01-01 00:53:00,89.92710071676672,89.92731826783437,89.91818922858107,89.92780210797096,706
2023-01-01 00:54:00,89.92896163368256,89.94426616123339,89.91367716621897,89.91721038397765,801
2023-01-01 00:55:00,89.93246059562739,89.95563611392433,89.9067362605579,89.92731600838066,818
2023-01-01 00:56:00,89.9262841552214,89.9334636364462,89.8918640504016,89.91204152756988,198
2023-01-01 00:57:00,89.92257715631196,89.93274954022615,89.92212248832907,89.91369165271301,477
2023-01-01 00:58:00,89.91483611595196,89.93546743514624,89.90188831014653,89.90395903039379,588
2023-01-01 00:59:00,89.90840193961444,89.91575976420842,89.90219359219007,89.90168388924882,587
2023-01-01 01:00:00,89.90434450098321,89.92196002754528,89.8937576144511,89.89847692448738,844
2023-01-01 01:01:00,89.90626259829637,89.91013069467019,89.8924282943097,89.89487372540091,558
2023-01-01 01:02:00,89.89029543944734,89.91228162048971,89.87852950056424,89.87701547233029,274
2023-01-01 01:03:00,89.88705982323069,89.8932705827851,89.88346966380841,89.8758954592062,607
2023-01-01 01:04:00,89.87813380990931,89.87933498147818,89.87007859749748,89.89293666781269,189
2023-01-01 01:05:00,89.89045569311857,89.90124063339955,89.88369209405452,89.88284039142866,118
2023-01-01 01:06:00,89.88702532875864,89.9269762157408,89.88106672069098,89.87918987717781,360
2023-01-01 01:07:00,89.87222229640862,89.88392865757909,89.84623488405823,89.86773162024764,217
2023-01-01 01:08:00,89.85512917653995,89.86125254434678,89.85065558028231,89.85607667672203,598
2023-01-01 01:09:00,89.85881069505392,89.8711121685245,89.84821908896222,89.8640703847231,294
2023-01-01 01:10:00,89.86439819845113,89.87188745171504,89.83269232966515,89.87212847684721,500
2023-01-01 01:11:00,89.86834605719152,89.88496075031594,89.85071572579925,89.87406664350966,998
2023-01-01 01:12:00,89.87131098531432,89.87669508247794,89.86520542264854,89.87716384473774,399
2023-01-01 01:13:00,89.89274179856199,89.94596638105052,89.88891410400652,89.89784916610577,276
2023-01-01 01:14:00,89.91509346775875,89.9159935167792,89.91089914857129,89.91443354303324,309
2023-01-01 01:15:00,89.90379861579319,89.9246383138369,89.89231455219593,89.90099651929043,984
2023-01-01 01:16:00,89.91274037295499,89.92084969608916,89.88446265606565,89.90418905002932,187
2023-01-01 01:17:00,89.90413460458451,89.90492979349726,89.89436231478317,89.90602852589811,187
2023-01-01 01:18:00,89.8996238340585,89.9036624156305,89.88894179883984,89.89962309571972,260
2023-01-01 01:19:00,89.90484761206112,89.92649200795711,89.88207692935292,89.9144577850894,843
2023-01-01 01:20:00,89.91089864919606,89.94968216270314,89.91050177366321,89.90624836809879,788
